time,BrdU
5.083790521,0.180321227
12.09628555,0.352609196
14.11830282,0.457309929
21.03314977,0.604530417
12.04405518,0.40896845
12.19754641,0.30460835
14.12036726,0.415556599
14.1658882,0.494895668
5.22984976,0.226273115
5.234597976,0.130240456
21.23371027,0.548194388
21.12976563,0.650474563
36.10254081,0.826096606
36.05123944,0.863666861
36.09882482,0.9012526
