time,LT0,ST01,ST02
8.700000000000001,1.5064339920699372,0.0866661699433624,3.7212077794322798
8.8,1.5135440681625707,0.0876916447456195,3.776658563125868
8.9,1.5206876623624674,0.08871854316937709,3.8321957404471796
9,1.5278649323005307,0.08974689082830083,3.887819006058753
9.1,1.5350760363453912,0.09077671335166027,3.9435281389181998
9.200000000000001,1.542321133606828,0.0918080363849799,3.999322998223863
9.3,1.5496003839392005,0.0928408855906898,4.055203519559463
9.4,1.5569139479448992,0.09387528664877616,4.111169711227876
9.5,1.5642619869778116,0.09491126525743174,4.167221650764924
9.600000000000001,1.5716446631468022,0.09594884713370604,4.223359481624323
9.700000000000001,1.5790621393192101,0.09698805801415541,4.279583410025568
9.8,1.5865145791243627,0.09802892365549315,4.3358937019568
9.9,1.5940021469571024,0.09907146983523937,4.392290680325103
10,1.6015250079813332,0.10011572235237079,4.448774722247112
10.100000000000001,1.6090833281335812,0.10116170702797063,4.505346256472998
10.200000000000001,1.6166772741265703,0.10220944970587827,4.5620057609374864
10.3,1.6243070134528172,0.10325897625333903,4.618753760431382
10.4,1.6319727143882428,0.10431031256165461,4.675590824386855
10.5,1.6396745459957816,0.10536348454682948,4.732517564782861
10.600000000000001,1.6474126781290523,0.10641851815022567,4.789534634129784
10.700000000000001,1.6551872814360464,0.10747543933921112,4.8466427235810485
10.8,1.6629985273625318,0.1085342741078011,4.903842561109968
10.9,1.6708465881563501,0.10959504847732673,4.961134909827061
11,1.6787316368704701,0.11065778849706592,5.0185205663073305
11.100000000000001,1.6866538473670583,0.1117225202449031,5.07600035906267
11.200000000000001,1.6946133943212573,0.11278926982798149,5.133575147065983
11.3,1.7026104532246416,0.1138580633833422,5.191245818341594
11.4,1.7106452003893404,0.11492892707858732,5.249013288646606
11.5,1.7187178129516398,0.11600188711252445,5.3068785001980805
11.600000000000001,1.7268284688756652,0.11707696971581087,5.364842420473225
11.700000000000001,1.7349773469577576,0.11815420115162795,5.422906041079133
11.8,1.7431646268294925,0.11923360771629776,5.4810703766515125
11.9,1.7513904889625243,0.1203152157399765,5.539336463845973
12,1.759655114671212,0.12139905158725225,5.597705360335484
12.100000000000001,1.767958686117966,0.12248514165785927,5.656178143912098
12.200000000000001,1.7763013863604218,0.12357351238988598,5.714755911702564
12.3,1.784683399218734,0.12466419025243954,5.773439778969266
12.4,1.7931049094217415,0.1257572017545662,5.832230878703492
12.5,1.8015661025637717,0.12685257344318568,5.891130360740205
12.600000000000001,1.8100671651034428,0.12795033190343563,5.9501393910293405
12.700000000000001,1.818608284369633,0.129050503759439,6.009259150962956
12.8,1.827189648565857,0.13015311567497823,6.0684908367323684
12.9,1.8358114467759774,0.1312581943542524,6.12783565872132
13,1.8444738689663491,0.132365766542416,6.18729484092157
13.100000000000001,1.853177105987924,0.13347585902611034,6.24686962037776
13.200000000000001,1.8619213499740386,0.13458849865870828,6.306561247794171
13.3,1.8707067927804213,0.13570371226340525,6.366370982565061
13.4,1.8795336287080213,0.13682152680354978,6.426300100091075
13.5,1.888402051476072,0.13794196919347304,6.486349882624308
13.600000000000001,1.8973122571216092,0.1390650664814909,6.546521627218876
13.700000000000001,1.9062644412552745,0.1401908456765025,6.606816637339144
13.8,1.9152588016826064,0.14131933391531606,6.66723623014062
13.9,1.924295535906866,0.14245055830314132,6.727781728750084
14,1.933374843515876,0.14358454606761734,6.788454468982531
14.100000000000001,1.9424969240814671,0.1447213244234058,6.849255792759694
14.200000000000001,1.9516619784678921,0.1458609206572196,6.910187051690816
14.3,1.9608702088594439,0.14700336213062412,6.971249606889634
14.4,1.9701218177141042,0.14814867621140393,7.0324448255064125
14.5,1.979417008829978,0.1492968903441593,7.093774083699531
14.600000000000001,1.9887559868734297,0.1504480320196123,7.1552387649477724
14.700000000000001,1.9981389573715262,0.1516021287743347,7.216840259778548
14.8,2.0075661271639746,0.15275920822160424,7.278579966952305
14.9,2.0170377036594624,0.1539192980016752,7.340459290925777
15,2.026553895239867,0.15508242580918266,7.4024796428981965
15.100000000000001,2.0361149115837853,0.1562486194157373,7.464642441651391
15.200000000000001,2.0457209630551443,0.1574179066285915,7.526949111430421
15.3,2.0553722610972964,0.15859031531786497,7.589401083017594
15.4,2.0650690181398104,0.1597658734105608,7.6519997932741735
15.5,2.074811447602995,0.1609446088912345,7.714746684999908
15.600000000000001,2.0845997639009655,0.16212654980256005,7.777643206796436
15.700000000000001,2.0944341824459665,0.16331172424598286,7.840690812942794
15.8,2.1043149196592026,0.16450016038283014,7.903890963300232
15.9,2.11424219297339,0.165691886434844,7.96724512319743
16,2.1242162208285085,0.16688693068422628,8.03075476329986
16.1,2.134237222683287,0.16808532147479352,8.0944213595378
16.2,2.144305419027533,0.16928708721320246,8.158246393044111
16.3,2.1544210313715086,0.17049225636853443,8.222231350021149
16.400000000000002,2.164584282261117,0.17170085747371952,8.286377721699683
16.5,2.1747953952756376,0.17291291912571213,8.35068700424467
16.6,2.1850545950408566,0.17412846998677498,8.415160698718463
16.7,2.195362107229482,0.17534753878484605,8.479800311005791
16.8,2.205718158562812,0.17657015431399223,8.544607351747509
16.900000000000002,2.216122976818901,0.17779634543533274,8.609583336301007
17,2.226576790840957,0.17902614107798628,8.674729784706056
17.1,2.2370798305353397,0.18025957023925163,8.740048221618538
17.2,2.247632326878366,0.18149666198543288,8.80554017627839
17.3,2.258234511924878,0.1827374454527969,8.871207182487653
17.400000000000002,2.2688866188106425,0.18398194984807634,8.937050778570388
17.5,2.2795888817552132,0.18523020444900065,9.003072507337334
17.6,2.290341536071786,0.18648223860535246,9.069273916078611
17.7,2.3011448181674785,0.187738081739305,9.135656556525293
17.8,2.3119989655509947,0.18899776334631374,9.20222198484023
17.900000000000002,2.322904216837444,0.1902613129957934,9.268971761601378
18,2.3338608117518875,0.19152876033169813,9.335907451783092
18.1,2.3448689911371394,0.1928001350734238,9.40303062475526
18.2,2.355928996955811,0.19407546701627265,9.470342854263945
18.3,2.3670410722984254,0.19535478603237927,9.537845718436216
18.400000000000002,2.378205461408924,0.19663812207297904,9.60554079985148
18.5,2.389422409600441,0.1979255051622303,9.673429685210417
18.6,2.400692163394281,0.19921696540820188,9.741513965827583
18.7,2.412014970461876,0.20051253299873562,9.809795237402087
18.8,2.42339107957996,0.20181223819825733,9.878275099834617
18.900000000000002,2.434820740706193,0.20311611135392418,9.946955157493935
19,2.4463042049613026,0.2044241828945455,10.015837019138628
19.1,2.4578417246344118,0.20573648333129307,10.084922297926
19.200000000000003,2.469433553188388,0.20705304325841167,10.154212611422494
19.3,2.4810799452652126,0.2083738933539325,10.223709581615545
19.400000000000002,2.492781156691195,0.2096990643803723,10.293414834926068
19.5,2.5045374444828283,0.21102858718548342,10.363330002224625
19.6,2.51634906685193,0.21236249270294705,10.433456718846005
19.700000000000003,2.5282162832111683,0.2137008119530959,10.503796624606341
19.8,2.5401393541795607,0.21504357604363503,10.574351363821192
19.900000000000002,2.5521185415878254,0.21639081617035041,10.645122585324048
20,2.564154108484394,0.21774256361786862,10.716111942488249
20.1,2.5762463191405116,0.21909884976034527,10.787321093246362
20.200000000000003,2.588395439055844,0.22045970606219167,10.858751700112288
20.3,2.6006017349643744,0.22182516407882524,10.930405430205333
20.400000000000002,2.6128654748400266,0.22319525545739782,11.002283955273988
20.5,2.6251869279019426,0.22457001193749496,11.07438895171906
20.6,2.637566364620571,0.22594946535190036,11.146722100620632
20.700000000000003,2.650004056723237,0.22733364762731856,11.219285087763716
20.8,2.662500277199784,0.228722590785103,11.29207960366476
20.900000000000002,2.675055300308662,0.23011632694201903,11.365107343600517
21,2.6876694015823834,0.23151488831095582,11.438370007634973
21.1,2.7003428578333635,0.23291830720166998,11.511869300648339
21.200000000000003,2.7130759471599593,0.23432661602154256,11.585606932367305
21.3,2.725868948952316,0.23573984727632283,11.659584617395042
21.400000000000002,2.7387221438979985,0.23715803357085252,11.733804075240819
21.5,2.7516358139881723,0.23858120760983487,11.808267030352164
21.6,2.764610242523472,0.2400094021985776,11.882975212146281
21.700000000000003,2.7776457141198776,0.24144265024373623,11.9579303550418
21.8,2.790742514714815,0.24288098475407655,12.033134198491904
21.900000000000002,2.8039009315729873,0.2443244388412121,12.108588487016597
22,2.8171212532926737,0.2457730457203832,12.184294970237305
22.1,2.830403769812069,0.24722683871123602,12.260255402911877
22.200000000000003,2.843748772414803,0.24868585123853507,12.33647154496662
22.3,2.857156553736399,0.2501501168329528,12.412945161532392
22.400000000000002,2.8706274077703657,0.2516196691318288,12.489678022979502
22.5,2.8841616298743586,0.2530945418799335,12.566671904953141
22.6,2.897759516776318,0.25457476893023073,12.643928588408926
22.700000000000003,2.9114213665809223,0.25606038424466576,12.721449859650015
22.8,2.925147478775583,0.2575514218949136,12.799237510362527
22.900000000000002,2.9389381542369213,0.25904791606316974,12.877293337653164
23,2.952793695237033,0.2605499010429209,12.955619144086143
23.1,2.9667144054538492,0.2620574112400638,13.034216737737433
23.200000000000003,2.9807005899617893,0.2635704811723515,13.113087932166898
23.3,2.9947525552653187,0.26508914547247925,13.1922345465697
23.400000000000002,3.008870609278275,0.266613438886568,13.271658405701379
23.5,3.023055061345865,0.26814339627626965,13.351361339981354
23.6,3.037306222247287,0.2696790526192275,13.431345185515633
23.700000000000003,3.0516244042022183,0.27122044300986486,13.511611784135795
23.8,3.0660099208773257,0.27276760266017314,13.592162983438145
23.900000000000002,3.080463087392972,0.27432056690051965,13.673000636823899
